Group 分类,Rank 排名,Title 电影,ID 豆瓣,Score 打分,Staff 人员,Region 地区
豆瓣 2021-年度冷门佳片,7,发掘 / The Dig,[25862300](https://m.douban.com/movie/subject/25862300/),7.9,西蒙·斯通 / 凯瑞·穆里根 / 拉尔夫·费因斯,英国
豆瓣 2021-年度冷门佳片,8,酒精计划 / Druk,[30323120](https://m.douban.com/movie/subject/30323120/),7.9,托马斯·温特伯格 / 麦斯·米科尔森 / 托玛斯·博·拉森,丹麦 瑞典 荷兰
豆瓣 2021-年度冷门佳片,9,圣母 / Benedetta,[26933588](https://m.douban.com/movie/subject/26933588/),7.8,保罗·范霍文 / 维尔日妮·埃菲拉 / 夏洛特·兰普林,法国 荷兰
豆瓣 2021-年度冷门佳片,10,法兰西特派 / The French Dispatch,[30300279](https://m.douban.com/movie/subject/30300279/),7.7,韦斯·安德森 / 本尼西奥·德尔·托罗 / 阿德里安·布罗迪,美国 德国
 , , , , , , 
豆瓣 2021评分最高-日本电影,1,花束般的恋爱 / 花束みたいな恋をした,[34874432](https://m.douban.com/movie/subject/34874432/),8.6,土井裕泰 / 菅田将晖 / 有村架纯,日本
豆瓣 2021评分最高-日本电影,2,浪客剑心 最终章 追忆篇 / るろうに剣心 最終章 The Beginning,[33407124](https://m.douban.com/movie/subject/33407124/),8.5,大友启史 / 佐藤健 / 有村架纯,日本
豆瓣 2021评分最高-日本电影,3,偶然与想象 / 偶然と想像,[35360296](https://m.douban.com/movie/subject/35360296/),8.3,滨口龙介 / 古川琴音 / 涩川清彦,日本
豆瓣 2021评分最高-日本电影,4,浅田家！,[26958479](https://m.douban.com/movie/subject/26958479/),8.3,中野量太 / 二宫和也 / 妻夫木聪,日本
豆瓣 2021评分最高-日本电影,5,美好的世界 / すばらしき世界,[34863472](https://m.douban.com/movie/subject/34863472/),8.3,西川美和 / 役所广司 / 仲野太贺,日本
豆瓣 2021评分最高-日本电影,6,我是大哥大 电影版 / 今日から俺は！！劇場版,[33400537](https://m.douban.com/movie/subject/33400537/),7.9,福田雄一 / 贺来贤人 / 伊藤健太郎,日本
豆瓣 2021评分最高-日本电影,7,驾驶我的车 / ドライブ・マイ・カー,[35235502](https://m.douban.com/movie/subject/35235502/),7.9,滨口龙介 / 西岛秀俊 / 三浦透子,日本
豆瓣 2021评分最高-日本电影,8,黑道与家族 / ヤクザと家族,[35087486](https://m.douban.com/movie/subject/35087486/),7.8,藤井道人 / 绫野刚 / 馆博,日本
豆瓣 2021评分最高-日本电影,9,浅草小子 / 浅草キッド,[35262731](https://m.douban.com/movie/subject/35262731/),8.3,剧团一人 / 大泉洋 / 柳乐优弥,日本
豆瓣 2021评分最高-日本电影,10,穷途鼠的奶酪梦 / 窮鼠はチーズの夢を見る,[30443686](https://m.douban.com/movie/subject/30443686/),7.6,行定勋 / 大仓忠义 / 成田凌,日本
 , , , , , , 
豆瓣 2021评分最高-韩国电影,1,兹山鱼谱 / 자산어보,[30409439](https://m.douban.com/movie/subject/30409439/),8.8,李濬益 / 薛景求 / 卞约汉,韩国
豆瓣 2021评分最高-韩国电影,2,摩加迪沙 / 모가디슈,[33457594](https://m.douban.com/movie/subject/33457594/),8.1,柳昇完 / 金允石 / 赵寅成,韩国
豆瓣 2021评分最高-韩国电影,3,在你面前 / 당신얼굴 앞에서,[35465742](https://m.douban.com/movie/subject/35465742/),7.5,洪常秀 / 李慧英 / 赵允熙,韩国
豆瓣 2021评分最高-韩国电影,4,奇迹 / 기적,[35093796](https://m.douban.com/movie/subject/35093796/),7.5,李章焄 / 朴正民 / 林允儿,韩国
豆瓣 2021评分最高-韩国电影,5,姐弟的夏夜 / 남매의 여름밤,[34815927](https://m.douban.com/movie/subject/34815927/),7.4,尹丹菲 / 崔正云 / 杨兴州,韩国
 , , , , , , 
豆瓣 2021评分最高-喜剧片,1,X特遣队：全员集结 / The Suicide Squad,[26741632](https://m.douban.com/movie/subject/26741632/),8.0,詹姆斯·古恩 / 玛格特·罗比 / 伊德里斯·艾尔巴,美国 加拿大 英国
豆瓣 2021评分最高-喜剧片,2,同学麦娜丝 / 同學麥娜絲,[34902639](https://m.douban.com/movie/subject/34902639/),7.9,黄信尧 / 施名帅 / 郑人硕,中国台湾
豆瓣 2021评分最高-喜剧片,3,你好，李焕英,[34841067](https://m.douban.com/movie/subject/34841067/),7.7,贾玲 / 贾玲 / 张小斐,中国大陆
豆瓣 2021评分最高-喜剧片,4,玫瑰岛的不可思议的历史 / L'incredibile storia dell'isola delle rose,[34982759](https://m.douban.com/movie/subject/34982759/),8.0,希德尼·希比利亚 / 埃利奥·杰曼诺 / 莱昂纳多·利迪,意大利
豆瓣 2021评分最高-喜剧片,5,失控玩家 / Free Guy,[30337388](https://m.douban.com/movie/subject/30337388/),7.5,肖恩·利维 / 瑞安·雷诺兹 / 朱迪·科默,美国 加拿大
 , , , , , , 
豆瓣 2021评分最高-爱情片,1,花束般的恋爱 / 花束みたいな恋をした,[34874432](https://m.douban.com/movie/subject/34874432/),8.6,土井裕泰 / 菅田将晖 / 有村架纯,日本
豆瓣 2021评分最高-爱情片,2,偶然与想象 / 偶然と想像,[35360296](https://m.douban.com/movie/subject/35360296/),8.3,滨口龙介 / 古川琴音 / 涩川清彦,日本
豆瓣 2021评分最高-爱情片,3,打开心世界 / The World to Come,[30454679](https://m.douban.com/movie/subject/30454679/),8.2,莫娜·法斯特欧德 / 凯瑟琳·沃特斯顿 / 凡妮莎·柯比,美国
豆瓣 2021评分最高-爱情片,4,白蛇传·情,[34825976](https://m.douban.com/movie/subject/34825976/),8.0,张险峰 / 曾小敏 / 文汝清,中国大陆
豆瓣 2021评分最高-爱情片,5,有答案的男子 / The Man with the Answers,[35287558](https://m.douban.com/movie/subject/35287558/),7.8,斯特里奥斯·卡米蒂斯 / 瓦西里斯·马古里奥蒂斯 / 安东·威尔,塞浦路斯 希腊 意大利
 , , , , , , 
豆瓣 2021评分最高-动画片,1,新·福音战士剧场版：终 / シン・エヴァンゲリオン劇場版:│▌,[10428501](https://m.douban.com/movie/subject/10428501/),9.2,庵野秀明 / 绪方惠美 / 林原惠美,日本
豆瓣 2021评分最高-动画片,2,心灵奇旅 / Soul,[24733428](https://m.douban.com/movie/subject/24733428/),8.7,彼特·道格特 / 杰米·福克斯 / 蒂娜·菲,美国
豆瓣 2021评分最高-动画片,3,音乐 / 音楽,[34429100](https://m.douban.com/movie/subject/34429100/),8.6,岩井泽健治 / 坂本慎太郎 / 驹井莲,日本
豆瓣 2021评分最高-动画片,4,雄狮少年,[35144311](https://m.douban.com/movie/subject/35144311/),8.3,孙海鹏 / 大昕 / 大雄,中国大陆
豆瓣 2021评分最高-动画片,5,鬼灭之刃 剧场版 无限列车篇 / 劇場版 鬼滅の刃 無限列車編,[34845781](https://m.douban.com/movie/subject/34845781/),7.9,外崎春雄 / 花江夏树 / 鬼头明里,日本
 , , , , , , 
豆瓣 2021评分最高-纪录片,1,地球改变之年 / The Year Earth Changed,[35417202](https://m.douban.com/movie/subject/35417202/),9.2,汤姆·比尔德 / 大卫·爱登堡 / Bhashkar Bara,英国
豆瓣 2021评分最高-纪录片,2,1950他们正年轻,[35470753](https://m.douban.com/movie/subject/35470753/),8.9,宋坤儒 / 任红举 / 周有春,中国大陆
豆瓣 2021评分最高-纪录片,3,女人 / Woman,[34679722](https://m.douban.com/movie/subject/34679722/),9.4,扬·阿尔蒂斯-贝特朗 / Norma Bastidas / Gabriela Melgoza,法国
豆瓣 2021评分最高-纪录片,4,好好拍电影 / 好好拍電影,[35158157](https://m.douban.com/movie/subject/35158157/),8.8,文念中 / 许鞍华 / 徐克,中国香港
豆瓣 2021评分最高-纪录片,5,杀马特我爱你,[34937935](https://m.douban.com/movie/subject/34937935/),8.6,李一凡 / 罗福兴,中国大陆
 , , , , , , 
豆瓣 2021评分最高-恐怖/惊悚片,1,网诱惊魂 / Profile,[27608279](https://m.douban.com/movie/subject/27608279/),7.2,提莫·贝克曼贝托夫 / 瓦伦·凯恩 / 沙扎德·拉蒂夫,美国 英国 塞浦路斯 俄罗斯
豆瓣 2021评分最高-恐怖/惊悚片,2,恐惧街3 / Fear Street 3,[30444940](https://m.douban.com/movie/subject/30444940/),7.2,丽恩·贾尼埃克 / 基亚娜·马德拉 / 阿什利·祖克曼,美国
豆瓣 2021评分最高-恐怖/惊悚片,3,无辜者 / De uskyldige,[34970325](https://m.douban.com/movie/subject/34970325/),6.9,埃斯基尔·沃格特 / 雷克·蕾诺拉·弗洛特姆 / 阿尔瓦·布林斯莫·拉姆斯塔德,挪威 瑞典 丹麦 英国 法国 芬兰
豆瓣 2021评分最高-恐怖/惊悚片,4,血腥地狱 / Bloody Hell,[35198986](https://m.douban.com/movie/subject/35198986/),6.9,阿里斯特·格里尔森 / 本·奥图尔 / 梅格·弗雷泽,澳大利亚 美国
豆瓣 2021评分最高-恐怖/惊悚片,5,致命感应 / Malignant,[25909236](https://m.douban.com/movie/subject/25909236/),6.7,温子仁 / 安娜贝拉·沃丽丝 / 麦蒂·哈森,美国 中国大陆
 , , , , , , 
豆瓣 2022最值得期待-华语电影,1,断·桥,[35235365](https://m.douban.com/movie/subject/35235365/),5.8,李玉 / 马思纯 / 王俊凯,中国大陆
豆瓣 2022最值得期待-华语电影,2,四海,[35337517](https://m.douban.com/movie/subject/35337517/),5.3,韩寒 / 刘昊然 / 刘浩存,中国大陆
豆瓣 2022最值得期待-华语电影,3,奇迹·笨小孩,[35312437](https://m.douban.com/movie/subject/35312437/),7.4,文牧野 / 易烊千玺 / 田雨,中国大陆
豆瓣 2022最值得期待-华语电影,4,涉过愤怒的海,[33456512](https://m.douban.com/movie/subject/33456512/),0.0,曹保平 / 黄渤 / 周迅,中国大陆
豆瓣 2022最值得期待-华语电影,5,狙击手,[35215390](https://m.douban.com/movie/subject/35215390/),7.7,张艺谋 / 陈永胜 / 章宇,中国大陆
豆瓣 2022最值得期待-华语电影,6,坚如磐石,[33447633](https://m.douban.com/movie/subject/33447633/),6.3,张艺谋 / 雷佳音 / 张国立,中国大陆
豆瓣 2022最值得期待-华语电影,7,无名,[35372742](https://m.douban.com/movie/subject/35372742/),6.6,程耳 / 梁朝伟 / 王一博,中国大陆
豆瓣 2022最值得期待-华语电影,8,风再起时 / 風再起時,[26995475](https://m.douban.com/movie/subject/26995475/),6.1,翁子光 / 郭富城 / 梁朝伟,中国香港 中国大陆
豆瓣 2022最值得期待-华语电影,9,人生大事,[35460157](https://m.douban.com/movie/subject/35460157/),7.3,刘江江 / 朱一龙 / 杨恩又,中国大陆 中国香港
豆瓣 2022最值得期待-华语电影,10,长津湖之水门桥,[35613853](https://m.douban.com/movie/subject/35613853/),7.2,徐克 / 吴京 / 易烊千玺,中国大陆 中国香港
 , , , , , , 
豆瓣 2022最值得期待-外语电影,1,阿凡达：水之道 / Avatar: The Way of Water,[4811774](https://m.douban.com/movie/subject/4811774/),7.8,詹姆斯·卡梅隆 / 萨姆·沃辛顿 / 佐伊·索尔达娜,美国
豆瓣 2022最值得期待-外语电影,2,神奇动物：邓布利多之谜 / Fantastic Beasts: The Secrets of Dumbledore,[26147418](https://m.douban.com/movie/subject/26147418/),5.8,大卫·叶茨 / 埃迪·雷德梅恩 / 裘德·洛,英国 美国
豆瓣 2022最值得期待-外语电影,3,奇异博士2：疯狂多元宇宙 / Doctor Strange in the Multiverse of Madness,[30304994](https://m.douban.com/movie/subject/30304994/),6.3,山姆·雷米 / 本尼迪克特·康伯巴奇 / 伊丽莎白·奥尔森,美国
豆瓣 2022最值得期待-外语电影,4,海王2：失落的王国 / Aquaman and the Lost Kingdom,[30444942](https://m.douban.com/movie/subject/30444942/),0.0,温子仁 / 杰森·莫玛 / 帕特里克·威尔森,美国
豆瓣 2022最值得期待-外语电影,5,黑豹2 / Black Panther: Wakanda Forever,[30167997](https://m.douban.com/movie/subject/30167997/),5.4,瑞恩·库格勒 / 利蒂希娅·赖特 / 露皮塔·尼永奥,美国
豆瓣 2022最值得期待-外语电影,6,雷神4：爱与雷霆 / Thor: Love and Thunder,[34477861](https://m.douban.com/movie/subject/34477861/),5.4,塔伊加·维迪提 / 克里斯·海姆斯沃斯 / 娜塔莉·波特曼,澳大利亚 美国
豆瓣 2022最值得期待-外语电影,7,新蝙蝠侠 / The Batman,[6424756](https://m.douban.com/movie/subject/6424756/),7.2,马特·里夫斯 / 罗伯特·帕丁森 / 佐伊·克罗维兹,美国
豆瓣 2022最值得期待-外语电影,8,尼罗河上的惨案 / Death on the Nile,[27203644](https://m.douban.com/movie/subject/27203644/),5.7,肯尼思·布拉纳 / 肯尼思·布拉纳 / 盖尔·加朵,美国 英国
豆瓣 2022最值得期待-外语电影,9,蜘蛛侠：纵横宇宙 / Spider-Man: Across the Spider-Verse,[30391186](https://m.douban.com/movie/subject/30391186/),8.5,乔伊姆·多斯·桑托斯 / 沙梅克·摩尔 / 海莉·斯坦菲尔德,美国
豆瓣 2022最值得期待-外语电影,10,暗夜博士：莫比亚斯 / Morbius,[27199850](https://m.douban.com/movie/subject/27199850/),5.8,丹尼尔·伊斯皮诺萨 / 杰瑞德·莱托 / 马特·史密斯,美国
